EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
2375,2026-03-29,14:03:02,45 - 54 años,Femenino,Escuintla,Palín,Empleado privado,Todos los días,Tienda de barrio,Solo,Menos de Q25,Gol Nachos Supreme; Energy Crunch Protein,Queso,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Alemania,Probablemente sí,Argentina,Neymar Jr.; Federico Valverde,Humor,Descuento directo,Sí,Edición Francia
2376,2026-02-24,22:34:35,35 - 44 años,Femenino,Guatemala,Mixco,Comerciante,1 a 2 veces por semana,Kiosco escolar/universitario,Familia,Q25 - Q50,CrunchMax BBQ, PICANTE CHAPÍN ,Individual,Q21 - Q30,Sí,Sí,España,Probablemente sí,México,Rodri; Lionel Messi; Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición con jugadores famosos
2377,2026-04-19,08:58:10,35 - 44 años,Femenino,Escuintla,Escuintla,Empresario,3 a 5 veces por semana,Supermercado,Amigos,Q25 - Q50,Fan Chips Jalapeño,Chocolate,Familiar,Q10 - Q15,Sí,Sí,Argentina,Probablemente sí,Argentina,Kylian Mbappé; Neymar Jr.; Cristiano Ronaldo,Historias de aficionados,Sorteo de camisetas,Sí,Edición con jugadores famosos
2378,2026-01-21,17:00:25,18 - 24 años,Masculino,Chimaltenango,Chimaltenango,Empresario,Varias veces al mes,Otro,Familia,Q25 - Q50,Energy Crunch Protein,Dulce,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,España,Definitivamente sí,México,Kylian Mbappé,Una selección nacional,2x1,Sí,Edición Brasil
2379,2026-04-29,17:49:04,35 - 44 años,Masculino,Sacatepéquez,Ciudad Vieja,Comerciante,Varias veces al mes,Supermercado,Solo,Q25 - Q50,Energy Crunch Protein; Caramel Goal Popcorn; Mundialitos Queso Picante,Limón,Individual,Menos de Q10,No,Sí,Portugal,Tal vez,Inglaterra,Lamine Yamal; Vinícius Júnior; Neymar Jr.,Premios y sorteos,2x1,No,Edición Francia
2380,2026-01-19,16:42:37,Menos de 18 años,Femenino,Guatemala,Santa Catarina Pinula,Empleado público,3 a 5 veces por semana,Supermercado,Amigos,Más de Q150,ChocoKick Bites; Mundialitos Queso Picante,Salado Tradicional,Individual,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente no,Curaçao,Kylian Mbappé; Vinícius Júnior,Una selección nacional,2x1,Sí,Edición con jugadores famosos
2381,2026-05-10,10:08:58,25 - 34 años,Femenino,Guatemala,San Miguel Petapa,Profesional independiente,Todos los días,Aplicación de delivery,Familia,Q51 - Q100,FutbolMix; Victory Pretzels,Queso,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Brasil,Probablemente sí, ARGENTINA ,Lionel Messi,Una selección nacional,Producto gratis,No,Edición con tarjetas coleccionables
2382,2026-01-22,16:20:56,18 - 24 años,Masculino,Guatemala,Mixco,Ama de casa,Todos los días,Supermercado,Familia,Q25 - Q50,Gol Nachos Supreme; Hot Stadium Peanuts,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Argentina,Tal vez,Jordania,Alphonso Davies; Cristiano Ronaldo; Lionel Messi,Historias de aficionados,Tarjetas coleccionables,No,Edición Argentina
2383,2026-03-28,15:52:00,18 - 24 años,Femenino,Jutiapa,Jutiapa,Empleado privado,Varias veces al mes,Supermercado,Amigos,Q25 - Q50,Gol Nachos Supreme; FutbolMix; Fan Chips Jalapeño,Picante Chapín,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Brasil,Neymar Jr.,Un jugador famoso,2x1,Sí,Edición con tarjetas coleccionables
2384,2026-02-27,20:01:43,55 años o más,Femenino,Guatemala,Mixco,Estudiante,Varias veces al mes,Aplicación de delivery,Otro,Q51 - Q100,Mundialitos Queso Picante; Caramel Goal Popcorn,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,Portugal,Definitivamente sí,Portugal,Kylian Mbappé; Neymar Jr.,Premios y sorteos,Sorteo de camisetas,Sí,Edición con jugadores famosos
2385,2026-04-13,13:57:23,Menos de 18 años,Masculino,San Marcos,Cabecera municipal,Estudiante,1 a 2 veces por semana,Tienda de barrio,Compañeros de trabajo,Q101 - Q150,FutbolMix; Fan Chips Jalapeño,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Argentina,Tal vez,Francia,Cristiano Ronaldo; Neymar Jr.; Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición con jugadores famosos
2386,2026-03-30,12:30:45,45 - 54 años,Femenino,Izabal,Izabal,Estudiante,Varias veces al mes,Kiosco escolar/universitario,Otro,Q25 - Q50,ChocoKick Bites,Dulce,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Argentina,Tal vez,Brasil,Lionel Messi; Cristiano Ronaldo; Kylian Mbappé,Un jugador famoso,2x1,No,Edición Argentina
2387,2026-01-15,22:32:29,18 - 24 años,Femenino,El Progreso,Cabecera municipal,Profesional independiente,3 a 5 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,FutbolMix,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Argentina,Probablemente sí,México,Kylian Mbappé; Neymar Jr.,Un jugador famoso,2x1,Sí,Edición Argentina
2388,2026-03-24,09:12:01,35 - 44 años,Femenino,Retalhuleu,Cabecera municipal,Comerciante,3 a 5 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,Victory Pretzels; CrunchMax BBQ; FutbolMix,Picante Chapín,Individual,Q21 - Q30,No,Sí,México,Probablemente no,Argentina,Harry Kane; Ninguno; Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
2389,2026-05-10,14:48:24,35 - 44 años,Femenino,El Progreso,Cabecera municipal,Estudiante,Varias veces al mes,Aplicación de delivery,Amigos,Q101 - Q150,ChocoKick Bites; Fan Chips Jalapeño; Mundialitos Queso Picante,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,México,Probablemente sí,Francia,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,No,Edición Francia
2390,2026-01-30,13:47:22,18 - 24 años,Femenino,Quetzaltenango,Coatepeque,Empleado privado,1 a 2 veces por semana,Gasolinera,Amigos,Q101 - Q150,Gol Nachos Supreme,Barbacoa,Individual,Q21 - Q30,Sí,Sí,España,Definitivamente no,Portugal,Christian Pulisic; Lionel Messi; Kylian Mbappé,Historias de aficionados,2x1,No,Edición Argentina
2391,2026-04-11,07:42:50,18 - 24 años,Femenino, GUATEMALA ,Guatemala,Comerciante,3 a 5 veces por semana,Tienda de barrio,Otro,Q101 - Q150,CrunchMax BBQ; FutbolMix,Barbacoa,Individual,Q10 - Q15,No,Sí,Bélgica,Tal vez,México,Lamine Yamal; Kylian Mbappé; Jude Bellingham,Una selección nacional,2x1,Sí,Edición con tarjetas coleccionables
2392,2026-03-29,07:56:16,Menos de 18 años,Masculino,Totonicapán,Otro municipio,Estudiante,Varias veces al mes,Tienda de barrio,Solo,Q101 - Q150,Fan Chips Jalapeño; Victory Pretzels,Queso,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Argentina,Tal vez,Brasil,Cristiano Ronaldo; Lionel Messi; Neymar Jr.,Una selección nacional,Producto gratis,No,Edición Argentina
2393,2026-01-26,13:31:59,35 - 44 años,Masculino,Guatemala,Villa Nueva,Empleado público,1 a 2 veces por semana,Tienda de barrio,Solo,Q51 - Q100,CrunchMax BBQ,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Inglaterra,Tal vez,Inglaterra,Harry Kane; Federico Valverde,Humor,Descuento directo,Sí,Edición Brasil
2394,2026-04-25,09:32:35,35 - 44 años,Femenino,Sacatepéquez,Jocotenango,Empleado privado,Rara vez,,Familia,Q25 - Q50,CrunchMax BBQ; Caramel Goal Popcorn, QUESO ,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Alemania,Definitivamente sí,México,Lionel Messi; Neymar Jr.; Vinícius Júnior,Premios y sorteos,Tarjetas coleccionables,No,Edición con jugadores famosos
2395,2026-02-17,16:34:33,45 - 54 años,Masculino,Escuintla,Escuintla,Comerciante,Rara vez,Tienda de barrio,Familia,Q25 - Q50,Energy Crunch Protein,Queso,Individual,Q16 - Q20,No,Sí,Portugal,Tal vez,México,Christian Pulisic,Premios y sorteos,Producto gratis,No,Edición Brasil
2396,2026-04-30,11:24:24,35 - 44 años,Masculino,Sacatepéquez,Sumpango,Empleado privado,3 a 5 veces por semana,Kiosco escolar/universitario,Familia,Q51 - Q100,ChocoKick Bites; FutbolMix; Fan Chips Jalapeño,Picante Chapín,Familiar,Q10 - Q15,No,Sí,México,Tal vez,Uruguay,Vinícius Júnior; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Brasil
2397,2026-02-25,11:10:09,25 - 34 años,Masculino,Guatemala,Mixco,Empresario,1 a 2 veces por semana,Gasolinera,Otro,Q25 - Q50,FutbolMix,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,No,Sí,España,Definitivamente sí,Francia,Julián Álvarez; Vinícius Júnior; Lionel Messi,Un jugador famoso,2x1,No,Edición Argentina
2398,2026-03-04,09:54:04,18 - 24 años,Femenino,Guatemala,Guatemala,Ama de casa,3 a 5 veces por semana,Supermercado,Familia,Menos de Q25,Hot Stadium Peanuts, QUESO ,Para compartir entre 2 personas,Menos de Q10,No,Sí,Argentina,Probablemente sí,Alemania,Cristiano Ronaldo; Kylian Mbappé,Historias de aficionados,Tarjetas coleccionables,No,Edición Argentina
2399,2026-03-02,18:31:58,18 - 24 años,Femenino,Guatemala,San Miguel Petapa,Profesional independiente,3 a 5 veces por semana,Kiosco escolar/universitario,Familia,Q25 - Q50,CrunchMax BBQ; Caramel Goal Popcorn; Gol Nachos Supreme,Limón,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Argentina,Probablemente sí,Argentina,Cristiano Ronaldo; Kylian Mbappé,Historias de aficionados,Sorteo de camisetas,Sí,Edición con jugadores famosos
2400,2026-04-08,17:13:09,45 - 54 años,Masculino,Guatemala,San Miguel Petapa,Empleado privado,Varias veces al mes,Aplicación de delivery,Otro,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante; Gol Nachos Supreme,Barbacoa,Familiar,Q21 - Q30,No,Sí,South Africa,Definitivamente no,Francia,Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
2401,2026-02-23,14:52:24,25 - 34 años,Masculino,Chiquimula,Cabecera municipal,Comerciante,1 a 2 veces por semana,Gasolinera,Familia,Q51 - Q100,CrunchMax BBQ; Victory Pretzels,Chocolate,Familiar,Q16 - Q20,Sí,Sí,España,Tal vez,Portugal,Lionel Messi; Kylian Mbappé; Jude Bellingham,Una selección nacional,Sorteo de balones,Sí,Edición Brasil
2402,2026-01-31,12:38:09,18 - 24 años,Femenino,Guatemala,Villa Nueva,Empleado privado,Varias veces al mes,Gasolinera,Amigos,Q25 - Q50,CrunchMax BBQ,Chocolate,Familiar,Q21 - Q30,No,Sí,México,Definitivamente sí,Suecia,Vinícius Júnior; Lionel Messi; Neymar Jr.,Premios y sorteos,Tarjetas coleccionables,No,Edición Brasil
2403,2026-01-19,17:46:56,Menos de 18 años,Masculino,Sololá,Sololá,Estudiante,Todos los días,Supermercado,Amigos,Menos de Q25,Energy Crunch Protein; Mundialitos Queso Picante; CrunchMax BBQ,Queso,Individual,Q16 - Q20,Sí,Sí,Francia,Tal vez,Brasil,Lamine Yamal; Cristiano Ronaldo,Historias de aficionados,Tarjetas coleccionables,Sí,Edición con jugadores famosos
2404,2026-03-02,22:50:00,18 - 24 años,Femenino,Escuintla,Escuintla,Empresario,Todos los días,Tienda de barrio,Amigos,Q101 - Q150,Mundialitos Queso Picante; Caramel Goal Popcorn; Energy Crunch Protein, PICANTE CHAPÍN ,Para compartir entre 2 personas,Menos de Q10,Sí,Sí,Argentina,Tal vez,Portugal,Lionel Messi; Rodri,Premios y sorteos,Descuento directo,No,Edición España
2405,2026-04-01,12:22:20,25 - 34 años,Femenino,Guatemala,,Profesional independiente,3 a 5 veces por semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Mundialitos Queso Picante; Victory Pretzels,Queso,Individual,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,México,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Inglaterra
2406,2026-04-14,14:13:14,25 - 34 años,Masculino,Quiché,Cabecera municipal,Empresario,Varias veces al mes,Tienda de barrio,Familia,Q101 - Q150,Gol Nachos Supreme,Queso,Familiar,Más de Q30,Sí,Sí,Inglaterra,Tal vez,Argentina,Vinícius Júnior; Christian Pulisic; Kylian Mbappé,Humor,2x1,Sí,Edición con tarjetas coleccionables
2407,2026-02-20,17:08:23,45 - 54 años,Masculino,Chiquimula,Chiquimula,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,Caramel Goal Popcorn,Dulce,Para compartir entre 2 personas,,Sí,Sí,Brasil,Probablemente sí,Inglaterra,Kylian Mbappé,Un jugador famoso,Descuento directo,Sí,Edición Brasil
2408,2026-02-24,20:38:24,25 - 34 años,Femenino,Quiché,Cabecera municipal,Estudiante,Varias veces al mes,Aplicación de delivery,Familia,Q51 - Q100,Energy Crunch Protein; Gol Nachos Supreme; Fan Chips Jalapeño,Chocolate,Familiar,Q16 - Q20,Sí,Sí,España,Definitivamente no,Francia,Ninguno; Lionel Messi,Premios y sorteos,2x1,Sí,Edición Francia
2409,2026-01-25,17:44:40,18 - 24 años,Femenino,Guatemala,Mixco,Empleado privado,Rara vez,Supermercado,Amigos,Menos de Q25,FutbolMix,Queso,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Argentina,Probablemente sí,Argentina,Cristiano Ronaldo; Christian Pulisic,Historias de aficionados,Sorteo de camisetas,Sí,Edición Argentina
2410,2026-02-11,20:44:11,18 - 24 años,Masculino,Chiquimula,Cabecera municipal,Profesional independiente,Todos los días,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante; Gol Nachos Supreme; CrunchMax BBQ,Picante Chapín,Individual,Más de Q30,Sí,Sí,Francia,Probablemente sí,México,Harry Kane,Humor,Sorteo de camisetas,Sí,Edición Argentina
2411,2026-05-10,15:31:23,18 - 24 años,Masculino,Totonicapán,Cabecera municipal,Empleado privado,1 a 2 veces por semana,Supermercado,Familia,Más de Q150,Gol Nachos Supreme; ChocoKick Bites, JALAPEÑO ,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Alemania,Definitivamente sí,Alemania,Lamine Yamal; Jude Bellingham,Premios y sorteos,Descuento directo,No,Edición con tarjetas coleccionables
2412,2026-05-03,16:17:32,35 - 44 años,Masculino,Guatemala,Mixco,Empleado privado,Varias veces al mes,Supermercado,Familia,Q25 - Q50,Mundialitos Queso Picante; Caramel Goal Popcorn,Picante Chapín,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí, BRASIL ,Definitivamente no,México,Lionel Messi,Historias de aficionados,Sorteo de viajes,Sí,Edición con jugadores famosos
2413,2026-04-06,09:37:14,35 - 44 años,Masculino,Jutiapa,Otro municipio,Empresario,Todos los días,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Mundialitos Queso Picante,Caramelo,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Definitivamente no,España,Neymar Jr.; Vinícius Júnior; Kylian Mbappé,Un jugador famoso,2x1,Sí,Edición con tarjetas coleccionables
2414,2026-02-05,22:41:16,35 - 44 años,Masculino,Quetzaltenango,Quetzaltenango,Profesional independiente,Todos los días,Supermercado,Amigos,Menos de Q25,CrunchMax BBQ,Dulce,Individual,Q10 - Q15,Sí,Sí,Corea del Sur,Probablemente sí,México,Cristiano Ronaldo; Jude Bellingham; Neymar Jr.,Un jugador famoso,2x1,Sí,Edición con jugadores famosos
2415,2026-03-19,22:01:36,25 - 34 años,Masculino,Alta Verapaz,Cabecera municipal,Ama de casa,3 a 5 veces por semana,Supermercado,Familia,Q101 - Q150,FutbolMix,Barbacoa,Familiar,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Argentina,Lionel Messi; Vinícius Júnior,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
2416,2026-04-30,09:59:01,25 - 34 años,Femenino,Quetzaltenango,Quetzaltenango,Comerciante,1 a 2 veces por semana,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Hot Stadium Peanuts; ChocoKick Bites; CrunchMax BBQ,Salado Tradicional,Individual,Q10 - Q15,Sí,Sí,Paraguay,Tal vez,Portugal,Alphonso Davies; Kylian Mbappé; Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Inglaterra
2417,2026-02-12,10:52:39,45 - 54 años,Masculino,Chimaltenango,Patzún,Comerciante,Varias veces al mes,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn; Hot Stadium Peanuts; Mundialitos Queso Picante,Jalapeño,Individual,Q16 - Q20,No,Sí,México,Definitivamente no,Francia,Lionel Messi; Vinícius Júnior; Neymar Jr.,Un jugador famoso,Sorteo de camisetas,Sí,Edición Brasil
2418,2026-03-20,13:00:44,55 años o más,Femenino,Guatemala,San Miguel Petapa,Profesional independiente,1 a 2 veces por semana,Tienda de barrio,Familia,Q25 - Q50,FutbolMix,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Francia,Tal vez,México,Kylian Mbappé; Lionel Messi,Historias de aficionados,Sorteo de camisetas,Sí,Edición con jugadores famosos
2419,2026-02-04,22:09:25,35 - 44 años,Masculino,Retalhuleu,Otro municipio,Estudiante,3 a 5 veces por semana,Tienda de barrio,Familia,Q25 - Q50,Caramel Goal Popcorn,Chocolate,Individual,Q16 - Q20,No,Sí,México,Definitivamente sí,Estados Unidos,Lamine Yamal; Cristiano Ronaldo,Una selección nacional,Descuento directo,Sí,Edición Brasil
2420,2026-02-09,09:02:53,25 - 34 años,Prefiero no indicarlo,Guatemala,Guatemala,Ama de casa,Todos los días,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn; Gol Nachos Supreme,Dulce,Tamaño fiesta o reunión,Q10 - Q15,No,Sí, MÉXICO ,Probablemente sí,Colombia,Neymar Jr.,Un jugador famoso,Producto gratis,Sí,Edición con jugadores famosos
2421,2026-05-08,07:59:06,25 - 34 años,Femenino,Guatemala,Guatemala,Estudiante,Varias veces al mes,,Familia,Q101 - Q150,ChocoKick Bites; Hot Stadium Peanuts; FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Alemania,Definitivamente no,Portugal,Vinícius Júnior; Kylian Mbappé; Lionel Messi,Una selección nacional,Sorteo de viajes,Sí,Edición Argentina
2422,2026-03-09,08:43:49,18 - 24 años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,Varias veces al mes,Aplicación de delivery,Solo,Q101 - Q150,Mundialitos Queso Picante; FutbolMix,,Familiar,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Argentina,Neymar Jr.,Humor,Tarjetas coleccionables,Sí,Edición Brasil
2423,2026-02-23,22:05:12,25 - 34 años,Femenino,Guatemala,Guatemala,Comerciante,3 a 5 veces por semana,Supermercado,Otro,Menos de Q25,Hot Stadium Peanuts,,Individual,Q10 - Q15,No,Sí,México,Probablemente sí,Francia,Lionel Messi; Jude Bellingham; Neymar Jr.,Una selección nacional,Descuento directo,Sí,Edición con tarjetas coleccionables
2424,2026-04-02,13:24:02,35 - 44 años,Prefiero no indicarlo,Quetzaltenango,Olintepeque,Empleado privado,Varias veces al mes,Gasolinera,Familia,Q25 - Q50,Victory Pretzels,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,España,Tal vez,Argentina,Lionel Messi; Kylian Mbappé; Federico Valverde,Un jugador famoso,Descuento directo,Sí,Edición Brasil
2425,2026-02-25,19:15:28,45 - 54 años,Masculino,Petén,Flores,Estudiante,3 a 5 veces por semana,Tienda de barrio,Familia,Q101 - Q150,Gol Nachos Supreme,Jalapeño,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí, PORTUGAL ,Vinícius Júnior; Julián Álvarez,Una selección nacional,Tarjetas coleccionables,Sí,Edición Brasil
2426,2026-03-03,18:16:51,Menos de 18 años,Masculino,Sacatepéquez,Jocotenango,Empleado privado,Varias veces al mes,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante; ChocoKick Bites,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Brasil,Tal vez,México,Cristiano Ronaldo,Un jugador famoso,Producto gratis,No,Edición Mundial FIFA 2026
2427,2026-02-09,21:18:07,55 años o más,Masculino,Sololá,Otro municipio,Comerciante,1 a 2 veces por semana,Supermercado,Amigos,Q25 - Q50,Mundialitos Queso Picante; Energy Crunch Protein; Fan Chips Jalapeño,Barbacoa,Familiar,Q10 - Q15,Sí,Sí,Inglaterra,Probablemente sí,México,Lamine Yamal; Jude Bellingham,Historias de aficionados,Producto gratis,No,Edición Mundial FIFA 2026
2428,2026-04-21,20:32:00,18 - 24 años,Masculino,Guatemala,San Miguel Petapa,Profesional independiente,Todos los días,Tienda de barrio,Amigos,Q101 - Q150,ChocoKick Bites; FutbolMix; Gol Nachos Supreme,Limón,Individual,Q10 - Q15,Sí,No,Argentina,Tal vez,Inglaterra,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,No,Edición Francia
2429,2026-04-12,17:29:34,25 - 34 años,Masculino,Guatemala,Mixco,Profesional independiente,1 a 2 veces por semana,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Salado Tradicional,Familiar,Q10 - Q15,Sí,Sí,Argentina,Tal vez,Portugal,Cristiano Ronaldo; Kylian Mbappé,Un jugador famoso,Producto gratis,Sí,Edición con tarjetas coleccionables
2430,2026-04-13,21:09:08,25 - 34 años,Femenino,Quetzaltenango,Coatepeque,Empresario,3 a 5 veces por semana,Kiosco escolar/universitario,Familia,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante,Salado Tradicional,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,México,Probablemente sí,Argentina,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
2431,2026-01-14,21:14:36,35 - 44 años,Masculino, ESCUINTLA ,Escuintla,Comerciante,Varias veces al mes,Aplicación de delivery,Amigos,Q101 - Q150,FutbolMix,Picante Chapín,Familiar,Q16 - Q20,Sí,Sí,Haití,Definitivamente sí,Brasil,Kylian Mbappé; Christian Pulisic,Premios y sorteos,Producto gratis,No,Edición Inglaterra
2432,2026-03-25,17:05:19,45 - 54 años,Masculino,Guatemala,Mixco,Estudiante,Rara vez,Supermercado,Amigos,Q101 - Q150,Energy Crunch Protein; Mundialitos Queso Picante; Caramel Goal Popcorn,Limón,Familiar,Q21 - Q30,Sí,Sí,Argentina,Tal vez,Inglaterra,Neymar Jr.; Harry Kane,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
2433,2026-01-23,14:30:03,18 - 24 años,Masculino,Totonicapán,Totonicapán,Estudiante,1 a 2 veces por semana,Gasolinera,Amigos,Q101 - Q150,CrunchMax BBQ,Picante Chapín,Familiar,Q10 - Q15,Sí,No,México,Probablemente sí,Argentina,Cristiano Ronaldo,Humor,Sorteo de viajes,Sí,Edición con jugadores famosos
